language,benchmark,run_id,time
python, 10ms, 0, 10.061023100206512
python, 10ms, 1, 10.059806700155605
python, 10ms, 2, 10.060243699990679
python, 10ms, 3, 10.060519399849
python, 10ms, 4, 10.060002400132362
python, 10ms, 5, 10.060421099842642
python, 10ms, 6, 10.059778499999084
python, 10ms, 7, 10.060053299821448
python, 10ms, 8, 10.061040999789839
python, 10ms, 9, 10.061398799734889
python, 10ms, 10, 10.059321199878468
python, 10ms, 11, 10.05922130025283
python, 10ms, 12, 10.05924609999056
python, 10ms, 13, 10.059913700024481
python, 10ms, 14, 10.060186999908183
python, 10ms, 15, 10.060816400073236
python, 10ms, 16, 10.062682200077688
python, 10ms, 17, 10.062013499918976
python, 10ms, 18, 10.06197799979418
python, 10ms, 19, 10.060198300197953
python, sum, 0, 801.7158137998194
python, sum, 1, 822.5730128997384
python, sum, 2, 822.6349353000842
python, sum, 3, 822.530741599985
python, sum, 4, 822.7252770000632
python, sum, 5, 822.6393799002835
python, sum, 6, 822.7339654000389
python, sum, 7, 822.4388421000185
python, sum, 8, 822.6752739003132
python, sum, 9, 822.7325223000662
python, sum, 10, 822.619739899892
python, sum, 11, 822.5661660999322
python, sum, 12, 823.007896299896
python, sum, 13, 822.7492824000365
python, sum, 14, 822.4926232000144
python, sum, 15, 822.5739558998612
python, sum, 16, 822.5844379001501
python, sum, 17, 822.4062233999575
python, sum, 18, 822.7203282996925
python, sum, 19, 822.4911036999401
python, alloc_vector, 0, 870.3463069999998
python, alloc_vector, 1, 857.1806559000834
python, alloc_vector, 2, 859.7715679003159
python, alloc_vector, 3, 857.2956710002472
python, alloc_vector, 4, 856.2866027001292
python, alloc_vector, 5, 854.7827190999669
python, alloc_vector, 6, 860.9854329999507
python, alloc_vector, 7, 865.6269144001271
python, alloc_vector, 8, 858.1875338000827
python, alloc_vector, 9, 860.211704899848
python, alloc_vector, 10, 863.4821292998822
python, alloc_vector, 11, 861.7309323999507
python, alloc_vector, 12, 856.22250109991
python, alloc_vector, 13, 862.6314221997745
python, alloc_vector, 14, 869.2341154001042
python, alloc_vector, 15, 862.2922799000662
python, alloc_vector, 16, 858.0583889997797
python, alloc_vector, 17, 858.4380501997657
python, alloc_vector, 18, 856.8731965002371
python, alloc_vector, 19, 859.3223397001566
python, sum_vector, 0, 97.85846419981681
python, sum_vector, 1, 97.83617810026044
python, sum_vector, 2, 97.85349109988601
python, sum_vector, 3, 97.7260521001881
python, sum_vector, 4, 97.79332270009036
python, sum_vector, 5, 97.93473409990838
python, sum_vector, 6, 98.03401719982503
python, sum_vector, 7, 97.96174809998774
python, sum_vector, 8, 97.8993613000057
python, sum_vector, 9, 97.81634350001696
python, sum_vector, 10, 97.85521079975297
python, sum_vector, 11, 97.88373209994461
python, sum_vector, 12, 97.78402529991581
python, sum_vector, 13, 97.82532509998418
python, sum_vector, 14, 97.74097789995722
python, sum_vector, 15, 97.84191709986771
python, sum_vector, 16, 97.86961919999158
python, sum_vector, 17, 97.83646190007858
python, sum_vector, 18, 97.74892640016333
python, sum_vector, 19, 97.66410890006227
python, alloc_list, 0, 2277.703008300159
python, alloc_list, 1, 2283.4937755000283
python, alloc_list, 2, 2282.249395799954
python, alloc_list, 3, 2278.134956899885
python, alloc_list, 4, 2283.305858300082
python, alloc_list, 5, 2279.864233199987
python, alloc_list, 6, 2278.6084982999455
python, alloc_list, 7, 2282.802746699963
python, alloc_list, 8, 2279.516813599912
python, alloc_list, 9, 2283.2822091000708
python, alloc_list, 10, 2278.9126220999606
python, alloc_list, 11, 2283.74982130008
python, alloc_list, 12, 2292.504893899968
python, alloc_list, 13, 2282.1622518997174
python, alloc_list, 14, 2279.7890244000882
python, alloc_list, 15, 2282.3989874999825
python, alloc_list, 16, 2290.618473699942
python, alloc_list, 17, 2294.983438199779
python, alloc_list, 18, 2284.711254300055
python, alloc_list, 19, 2284.1365878000943
python, sum_list, 0, 154.9572239000554
python, sum_list, 1, 154.7776753999642
python, sum_list, 2, 155.05739280015405
python, sum_list, 3, 154.94872159979423
python, sum_list, 4, 155.18863719989895
python, sum_list, 5, 154.77991240004485
python, sum_list, 6, 154.61559079994913
python, sum_list, 7, 154.6253214997705
python, sum_list, 8, 154.69723300011538
python, sum_list, 9, 155.36035059994902
python, sum_list, 10, 154.71457230014494
python, sum_list, 11, 154.91980150000018
python, sum_list, 12, 154.94790129996545
python, sum_list, 13, 154.8816127000464
python, sum_list, 14, 154.6000517999346
python, sum_list, 15, 154.84107729971583
python, sum_list, 16, 154.5991707000212
python, sum_list, 17, 155.52404390000447
python, sum_list, 18, 154.61553719978838
python, sum_list, 19, 154.57870249992993
python, alloc_full_tree, 0, 306.2628933999804
python, alloc_full_tree, 1, 307.07117470010417
python, alloc_full_tree, 2, 306.99944749976567
python, alloc_full_tree, 3, 308.063638800013
python, alloc_full_tree, 4, 305.3234151000652
python, alloc_full_tree, 5, 307.1508091998112
python, alloc_full_tree, 6, 306.8658839001728
python, alloc_full_tree, 7, 312.25466300020344
python, alloc_full_tree, 8, 307.2861033000663
python, alloc_full_tree, 9, 307.1298165999906
python, alloc_full_tree, 10, 307.29575939985807
python, alloc_full_tree, 11, 306.8043598002987
python, alloc_full_tree, 12, 308.6448214002303
python, alloc_full_tree, 13, 308.1608849002805
python, alloc_full_tree, 14, 306.9907321998471
python, alloc_full_tree, 15, 307.57193110002845
python, alloc_full_tree, 16, 309.88043030010886
python, alloc_full_tree, 17, 307.1753464999347
python, alloc_full_tree, 18, 306.7130856998119
python, alloc_full_tree, 19, 310.33928920005565
python, sum_tree, 0, 47.98935860017082
python, sum_tree, 1, 47.278357300092466
python, sum_tree, 2, 47.39248989972111
python, sum_tree, 3, 47.81625069990696
python, sum_tree, 4, 49.23910430006799
python, sum_tree, 5, 47.919782800090616
python, sum_tree, 6, 47.522749500058126
python, sum_tree, 7, 47.867156700158375
python, sum_tree, 8, 48.480967599971336
python, sum_tree, 9, 47.92701480000687
python, sum_tree, 10, 48.49790139996912
python, sum_tree, 11, 48.19900089969451
python, sum_tree, 12, 47.40845439991972
python, sum_tree, 13, 46.967537900127354
python, sum_tree, 14, 46.925003200158244
python, sum_tree, 15, 48.29316130017105
python, sum_tree, 16, 48.73548649993609
python, sum_tree, 17, 48.6140159999195
python, sum_tree, 18, 47.9437797999708
python, sum_tree, 19, 48.1784185001743
